click_rate_click_user_cnt,click_rate_show_user_cnt,click_rate_click_rate,chat_start_rate_chat_user_cnt,chat_start_rate_click_user_cnt,chat_start_rate_chat_start_rate,avg_chat_rounds_total_chat_rounds,avg_chat_rounds_chat_user_cnt,avg_chat_rounds_avg_chat_rounds,sticky_score_total_return_users,sticky_score_sticky_score,avg_chat_rounds_user_total_chat_rounds,avg_chat_rounds_user_total_user_cnt,avg_chat_rounds_user_avg_chat_rounds_per_user,avg_retention_days_user_cnt,avg_retention_days_avg_retention_days,prompt_id,bot_type,event_date,avg_chat_rounds_user_error
12.0,4387.0,0.0027,170.0,12.0,14.1667,3301.0,170.0,19.42,60,25110,8438.0,515.0,16.38,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-02,
7.0,3133.0,0.0022,144.0,7.0,20.5714,3278.0,144.0,22.76,54,21585,7641.0,372.0,20.54,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-02,
11.0,3012.0,0.0037,69.0,11.0,6.2727,3199.0,69.0,46.36,29,24480,6145.0,166.0,37.02,0.0,,DXLjyp33uIAEriCrzKbL7,sora,2025-04-02,
10.0,4992.0,0.002,137.0,10.0,13.7,3116.0,137.0,22.74,66,23962,10887.0,548.0,19.87,0.0,,UuCv4LQefv_RX8LD9roDy,sora,2025-04-02,
30.0,4955.0,0.0061,199.0,30.0,6.6333,3091.0,199.0,15.53,36,14082,9157.0,655.0,13.98,0.0,,bQniYe2igJZcgI5zWdgHq,sora,2025-04-02,
121.0,30360.0,0.004,2872.0,121.0,23.7355,68059.0,2872.0,23.7,4228,2145046,601129.0,24014.0,25.03,1838.0,1.4,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-02,
149.0,43026.0,0.0035,2250.0,149.0,15.1007,55685.0,2250.0,24.75,3852,2111488,598542.0,23016.0,26.01,2024.0,1.31,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-02,
114.0,46358.0,0.0025,2165.0,114.0,18.9912,53674.0,2165.0,24.79,4073,2319784,632664.0,22801.0,27.75,1918.0,1.37,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-02,
92.0,42389.0,0.0022,1364.0,92.0,14.8261,51931.0,1364.0,38.07,2133,2076101,540675.0,12227.0,44.22,1262.0,1.33,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-02,
86.0,29813.0,0.0029,1331.0,86.0,15.4767,51405.0,1331.0,38.62,2078,1684828,423595.0,10864.0,38.99,833.0,1.44,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-02,
91.0,25618.0,0.0036,1443.0,91.0,15.8571,48521.0,1443.0,33.63,1951,2104311,414908.0,11642.0,35.64,1171.0,1.63,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-02,
70.0,43505.0,0.0016,1318.0,70.0,18.8286,47566.0,1318.0,36.09,2327,2649457,508694.0,10664.0,47.7,1072.0,1.63,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-02,
137.0,23879.0,0.0057,1670.0,137.0,12.1898,46636.0,1670.0,27.93,2740,1731804,458401.0,15642.0,29.31,1053.0,1.31,ZX00rrPQWfZ5-cTxTqnCC,non_sora,2025-04-02,
149.0,59311.0,0.0025,1430.0,149.0,9.5973,45997.0,1430.0,32.17,412,366044,131223.0,3595.0,36.5,60.0,1.58,k61JcpOKjIeRVQ39lFtEz,non_sora,2025-04-02,
64.0,27327.0,0.0023,1263.0,64.0,19.7344,40261.0,1263.0,31.88,2052,1295741,399872.0,12735.0,31.4,940.0,1.32,uzGk2SRFN_kCK1Ys2Mgee,non_sora,2025-04-02,
56.0,5375.0,0.0104,676.0,56.0,12.0714,17405.0,676.0,25.75,0,,17411.0,677.0,25.72,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-03,
144.0,48118.0,0.003,1314.0,144.0,9.125,16232.0,1314.0,12.35,0,,16232.0,1314.0,12.35,0.0,,ebGwN9b5-iOiAftbSoE5Q,sora,2025-04-03,
120.0,10991.0,0.0109,876.0,120.0,7.3,15633.0,876.0,17.85,67,32973,23274.0,1227.0,18.97,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-03,
95.0,46252.0,0.0021,816.0,95.0,8.5895,12928.0,816.0,15.84,0,,12928.0,816.0,15.84,0.0,,7A5lCSMgv-EDBb1CAg2rG,sora,2025-04-03,
80.0,7896.0,0.0101,752.0,80.0,9.4,12591.0,752.0,16.74,87,21381,25202.0,1483.0,16.99,0.0,,Sj7qH-8vesE-Zz1WBbbzK,sora,2025-04-03,
63.0,11039.0,0.0057,517.0,63.0,8.2063,11141.0,517.0,21.55,37,27316,,,,0.0,,zCUwqneh6c9UbSxNAsdUI,sora,2025-04-03,"(pymysql.err.OperationalError) (2013, 'Lost connection to MySQL server during query ([Errno 54] Connection reset by peer)')
[SQL: 
    SELECT COUNT(*) AS total_chat_rounds, COUNT(DISTINCT user_id) AS total_user_cnt,
           ROUND(COUNT(*) / NULLIF(COUNT(DISTINCT user_id), 0), 2) AS avg_chat_rounds_per_user
    FROM flow_event_info.tbl_app_event_chat_send
    WHERE prompt_id = 'zCUwqneh6c9UbSxNAsdUI' AND event_date >= '2025-03-20' AND event_date < '2025-04-04';
    ]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
123.0,11094.0,0.0111,1096.0,123.0,8.9106,10011.0,1096.0,9.13,41,21557,15333.0,1541.0,9.95,0.0,,ywBktoLKkoiayHrCeCsgz,sora,2025-04-03,
61.0,9339.0,0.0065,682.0,61.0,11.1803,9931.0,682.0,14.56,70,31609,18369.0,1174.0,15.65,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-03,
63.0,9427.0,0.0067,591.0,63.0,9.381,9564.0,591.0,16.18,64,30009,16726.0,1016.0,16.46,0.0,,IphbvJtsXK_pXq3VCWNro,sora,2025-04-03,
51.0,8265.0,0.0062,396.0,51.0,7.7647,8306.0,396.0,20.97,0,,8306.0,396.0,20.97,0.0,,Cu_cjSE_HJyk141vq3EjY,sora,2025-04-03,
267.0,53022.0,0.005,3427.0,267.0,12.8352,73517.0,3427.0,21.45,49,27631,80582.0,3599.0,22.39,19.0,1.42,VIg8MNO_RhxfoNuOrw-Dq,non_sora,2025-04-03,
124.0,31162.0,0.004,2854.0,124.0,23.0161,66780.0,2854.0,23.4,4461,2337596,639092.0,25025.0,25.54,1786.0,1.31,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-03,
84.0,28788.0,0.0029,1738.0,84.0,20.6905,64034.0,1738.0,36.84,2016,2201678,450627.0,12336.0,36.53,1053.0,1.53,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-03,
131.0,45794.0,0.0029,2483.0,131.0,18.9542,63957.0,2483.0,25.76,3986,2225841,634775.0,23878.0,26.58,1921.0,1.27,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-03,
123.0,43885.0,0.0028,1602.0,123.0,13.0244,61655.0,1602.0,38.49,2192,2198994,566866.0,12730.0,44.53,1087.0,1.3,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-03,
141.0,50372.0,0.0028,2393.0,141.0,16.9716,58067.0,2393.0,24.27,4231,2412801,660971.0,23605.0,28.0,1939.0,1.3,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-03,
135.0,28454.0,0.0047,2357.0,135.0,17.4593,55067.0,2357.0,23.36,24,12647,58633.0,2460.0,23.83,7.0,1.43,icXeNQP_IfJLzhM0WEAzB,non_sora,2025-04-03,
71.0,43714.0,0.0016,1392.0,71.0,19.6056,52907.0,1392.0,38.01,2406,2741522,532683.0,11209.0,47.52,1047.0,1.52,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-03,
61.0,26727.0,0.0023,1236.0,61.0,20.2623,46728.0,1236.0,37.81,2194,1809702,446631.0,11181.0,39.95,768.0,1.37,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-03,
123.0,48226.0,0.0026,1833.0,123.0,14.9024,43516.0,1833.0,23.74,2087,1381508,381256.0,15650.0,24.36,1167.0,1.31,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-04-03,
86.0,8644.0,0.0099,1294.0,86.0,15.0465,33556.0,1294.0,25.93,109,68340,50967.0,1862.0,27.37,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-04,
168.0,14995.0,0.0112,1368.0,168.0,8.1429,24517.0,1368.0,17.92,228,104997,47791.0,2426.0,19.7,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-04,
97.0,10932.0,0.0089,1080.0,97.0,11.134,18331.0,1080.0,16.97,174,61708,43533.0,2470.0,17.62,0.0,,Sj7qH-8vesE-Zz1WBbbzK,sora,2025-04-04,
102.0,14706.0,0.0069,1167.0,102.0,11.4412,18112.0,1167.0,15.52,165,67811,36481.0,2236.0,16.32,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-04,
74.0,13944.0,0.0053,690.0,74.0,9.3243,17241.0,690.0,24.99,96,54094,34181.0,1379.0,24.79,0.0,,zCUwqneh6c9UbSxNAsdUI,sora,2025-04-04,
90.0,13196.0,0.0068,872.0,90.0,9.6889,15348.0,872.0,17.6,127,64866,32074.0,1817.0,17.65,0.0,,IphbvJtsXK_pXq3VCWNro,sora,2025-04-04,
164.0,14929.0,0.011,1454.0,164.0,8.8659,14978.0,1454.0,10.3,145,41198,30311.0,2886.0,10.5,0.0,,ywBktoLKkoiayHrCeCsgz,sora,2025-04-04,
70.0,10863.0,0.0064,611.0,70.0,8.7286,14210.0,611.0,23.26,126,60329,29712.0,1260.0,23.58,0.0,,te85mOWR6NbNJ6jKQHsvo,sora,2025-04-04,
78.0,12300.0,0.0063,994.0,78.0,12.7436,14032.0,994.0,14.12,42,22032,20078.0,1400.0,14.34,0.0,,UQXBXJ7dTIYUZA_FLqK68,sora,2025-04-04,
67.0,11973.0,0.0056,594.0,67.0,8.8657,13665.0,594.0,23.01,46,27165,20326.0,930.0,21.86,0.0,,j5U-pfp4OQL4jn-dBhXLX,sora,2025-04-04,
275.0,56152.0,0.0049,3668.0,275.0,13.3382,84764.0,3668.0,23.11,599,273603,165043.0,6697.0,24.64,16.0,1.44,VIg8MNO_RhxfoNuOrw-Dq,non_sora,2025-04-04,
116.0,49202.0,0.0024,2581.0,116.0,22.25,69804.0,2581.0,27.05,4071,2339271,670045.0,24535.0,27.31,1540.0,1.24,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-04,
95.0,30182.0,0.0031,1895.0,95.0,19.9474,66514.0,1895.0,35.1,2113,2380568,487492.0,12958.0,37.62,812.0,1.49,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-04,
117.0,30307.0,0.0039,2760.0,117.0,23.5897,66220.0,2760.0,23.99,4579,2502929,673273.0,25639.0,26.26,1418.0,1.3,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-04,
113.0,47310.0,0.0024,1598.0,113.0,14.1416,65332.0,1598.0,40.88,2278,2344875,596598.0,13270.0,44.96,867.0,1.29,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-04,
119.0,28792.0,0.0041,2275.0,119.0,19.1176,62394.0,2275.0,27.43,387,200313,120848.0,4363.0,27.7,6.0,1.33,icXeNQP_IfJLzhM0WEAzB,non_sora,2025-04-04,
80.0,46964.0,0.0017,1474.0,80.0,18.425,56350.0,1474.0,38.23,2413,2798402,552729.0,11503.0,48.05,795.0,1.48,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-04,
124.0,49783.0,0.0025,2340.0,124.0,18.871,55780.0,2340.0,23.84,4256,2450725,671725.0,23791.0,28.23,1557.0,1.28,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-04,
146.0,40370.0,0.0036,3039.0,146.0,20.8151,53255.0,3039.0,17.52,0,,53255.0,3039.0,17.52,0.0,,kRhAj79PevQeYqXVyyZac,non_sora,2025-04-04,
103.0,33905.0,0.003,1511.0,103.0,14.6699,48549.0,1511.0,32.13,380,236710,88250.0,2962.0,29.79,2.0,1.0,RtG3OXBIR3hBTTq-aJ3g0,non_sora,2025-04-04,
194.0,20704.0,0.0094,3141.0,194.0,16.1907,78976.0,3141.0,25.14,281,181071,129943.0,4813.0,27.0,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-05,
179.0,22710.0,0.0079,2011.0,179.0,11.2346,32791.0,2011.0,16.31,282,117295,69272.0,4117.0,16.83,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-05,
140.0,14297.0,0.0098,1295.0,140.0,9.25,27226.0,1295.0,21.02,365,181330,75017.0,3563.0,21.05,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-05,
98.0,10105.0,0.0097,1072.0,98.0,10.9388,18354.0,1072.0,17.12,71,19766,26812.0,1669.0,16.06,0.0,,XeDxxMvg52un5dxLA6Q9_,sora,2025-04-05,
116.0,14220.0,0.0082,1019.0,116.0,8.7845,16316.0,1019.0,16.01,128,54371,35894.0,2156.0,16.65,0.0,,V0CfRZv3SrSVyWdiRxTW7,sora,2025-04-05,
123.0,20557.0,0.006,1083.0,123.0,8.8049,16006.0,1083.0,14.78,141,64799,34044.0,2155.0,15.8,0.0,,wLEb5gKUHKfSs3jDJfqrK,sora,2025-04-05,
66.0,9446.0,0.007,872.0,66.0,13.2121,15107.0,872.0,17.32,275,99724,58640.0,3229.0,18.16,0.0,,Sj7qH-8vesE-Zz1WBbbzK,sora,2025-04-05,
120.0,14314.0,0.0084,1244.0,120.0,10.3667,14952.0,1244.0,12.02,247,67029,45263.0,4017.0,11.27,0.0,,ywBktoLKkoiayHrCeCsgz,sora,2025-04-05,
73.0,11534.0,0.0063,619.0,73.0,8.4795,14505.0,619.0,23.43,100,55385,35212.0,1306.0,26.96,0.0,,kR7IQDqE_2bCLH9eabeID,sora,2025-04-05,
56.0,11588.0,0.0048,553.0,56.0,9.875,14358.0,553.0,25.96,143,77440,34341.0,1270.0,27.04,0.0,,Cu_cjSE_HJyk141vq3EjY,sora,2025-04-05,
123.0,32727.0,0.0038,2989.0,123.0,24.3008,71994.0,2989.0,24.09,4652,2640038,702508.0,26131.0,26.88,1047.0,1.28,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-05,
129.0,53392.0,0.0024,2725.0,129.0,21.124,71007.0,2725.0,26.06,4092,2441503,694496.0,24887.0,27.91,1084.0,1.23,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-05,
114.0,52770.0,0.0022,1689.0,114.0,14.8158,70594.0,1689.0,41.8,2297,2441603,616575.0,13592.0,45.36,590.0,1.28,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-05,
104.0,33313.0,0.0031,1979.0,104.0,19.0288,68861.0,1979.0,34.8,2221,2547351,527377.0,13642.0,38.66,581.0,1.46,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-05,
186.0,40485.0,0.0046,2507.0,186.0,13.4785,67420.0,2507.0,26.89,1119,534114,232016.0,8606.0,26.96,16.0,1.13,VIg8MNO_RhxfoNuOrw-Dq,non_sora,2025-04-05,
121.0,55768.0,0.0022,2585.0,121.0,21.3636,64708.0,2585.0,25.03,4301,2464615,689070.0,24039.0,28.66,1214.0,1.23,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-05,
57.0,45426.0,0.0013,1356.0,57.0,23.7895,54951.0,1356.0,40.52,2450,2908441,570170.0,11735.0,48.59,582.0,1.48,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-05,
59.0,28252.0,0.0021,1285.0,59.0,21.7797,51992.0,1285.0,40.46,2265,2069718,486789.0,11499.0,42.33,432.0,1.29,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-05,
106.0,28852.0,0.0037,1895.0,106.0,17.8774,48774.0,1895.0,25.74,643,369809,169384.0,5946.0,28.49,4.0,1.25,icXeNQP_IfJLzhM0WEAzB,non_sora,2025-04-05,
150.0,43983.0,0.0034,2209.0,150.0,14.7267,48483.0,2209.0,21.95,597,353133,124806.0,5365.0,23.26,24.0,1.58,EJXJvYBy4mOtOMXmOHBcI,non_sora,2025-04-05,
448.0,38509.0,0.0116,7908.0,448.0,17.6518,208208.0,7908.0,26.33,791,482090,338151.0,12186.0,27.75,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-06,
127.0,24408.0,0.0052,1594.0,127.0,12.5512,40020.0,1594.0,25.11,243,137199,74361.0,2750.0,27.04,0.0,,Cu_cjSE_HJyk141vq3EjY,sora,2025-04-06,
175.0,41784.0,0.0042,1650.0,175.0,9.4286,39530.0,1650.0,23.96,90,48405,59767.0,2368.0,25.24,0.0,,8sAH7XqX0bvQqfpk26MzZ,sora,2025-04-06,
158.0,20103.0,0.0079,2597.0,158.0,16.4367,37334.0,2597.0,14.38,261,94237,68872.0,4657.0,14.79,0.0,,Ssiq7xBCS9QL7L5jMIQZ4,sora,2025-04-06,
158.0,16248.0,0.0097,1407.0,158.0,8.9051,30798.0,1407.0,21.89,532,275823,105815.0,4768.0,22.19,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-06,
127.0,19843.0,0.0064,1085.0,127.0,8.5433,28852.0,1085.0,26.59,166,95155,64064.0,2316.0,27.66,0.0,,kR7IQDqE_2bCLH9eabeID,sora,2025-04-06,
127.0,21407.0,0.0059,1519.0,127.0,11.9606,27936.0,1519.0,18.39,176,92099,54500.0,2847.0,19.14,0.0,,iqMZJBFkiiZCm2Xb0QHuN,sora,2025-04-06,
153.0,19875.0,0.0077,1606.0,153.0,10.4967,27452.0,1606.0,17.09,432,181807,96724.0,5557.0,17.41,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-06,
104.0,17694.0,0.0059,1144.0,104.0,11.0,27166.0,1144.0,23.75,154,70996,60513.0,2553.0,23.7,0.0,,j5U-pfp4OQL4jn-dBhXLX,sora,2025-04-06,
155.0,23297.0,0.0067,1578.0,155.0,10.1806,25641.0,1578.0,16.25,198,90079,52002.0,3427.0,15.17,0.0,,2o9drmroPZRcK5XC9LPrf,sora,2025-04-06,
106.0,47627.0,0.0022,2484.0,106.0,23.434,67495.0,2484.0,27.17,4128,2467634,708684.0,24857.0,28.51,707.0,1.21,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-06,
198.0,59040.0,0.0034,2290.0,198.0,11.5657,65983.0,2290.0,28.81,1151,815348,258580.0,8490.0,30.46,1.0,1.0,N2RbIWTTnnnSu07j6Wrbi,non_sora,2025-04-06,
104.0,47005.0,0.0022,1537.0,104.0,14.7788,63874.0,1537.0,41.56,2364,2590843,633566.0,13796.0,45.92,374.0,1.28,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-06,
83.0,29609.0,0.0028,2681.0,83.0,32.3012,62560.0,2681.0,23.33,4747,2722918,717330.0,26207.0,27.37,649.0,1.28,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-06,
101.0,50595.0,0.002,2422.0,101.0,23.9802,60894.0,2422.0,25.14,4228,2437785,682459.0,23607.0,28.91,716.0,1.22,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-06,
138.0,38357.0,0.0036,2159.0,138.0,15.6449,60464.0,2159.0,28.01,905,552074,229652.0,7780.0,29.52,2.0,1.0,icXeNQP_IfJLzhM0WEAzB,non_sora,2025-04-06,
65.0,32227.0,0.002,1867.0,65.0,28.7231,60286.0,1867.0,32.29,2341,2683661,560798.0,14368.0,39.03,392.0,1.46,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-06,
72.0,50359.0,0.0014,1372.0,72.0,19.0556,52646.0,1372.0,38.37,2485,2928655,586809.0,12030.0,48.78,404.0,1.42,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-06,
121.0,21026.0,0.0058,1720.0,121.0,14.2149,50541.0,1720.0,29.38,363,221952,101365.0,3458.0,29.31,10.0,1.5,x49ULYBZp2IjBKBZWDHpk,non_sora,2025-04-06,
62.0,29169.0,0.0021,1282.0,62.0,20.6774,49328.0,1282.0,38.48,2337,2202573,507081.0,11655.0,43.51,260.0,1.33,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-06,
105.0,9773.0,0.0107,2299.0,105.0,21.8952,57933.0,2299.0,25.2,1639,921754,396084.0,13549.0,29.23,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-07,
201.0,36990.0,0.0054,2290.0,201.0,11.393,28179.0,2290.0,12.31,547,225296,124903.0,7700.0,16.22,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-07,
101.0,25447.0,0.004,1186.0,101.0,11.7426,27283.0,1186.0,23.0,261,147361,91347.0,3391.0,26.94,0.0,,kR7IQDqE_2bCLH9eabeID,sora,2025-04-07,
116.0,29744.0,0.0039,1913.0,116.0,16.4914,26757.0,1913.0,13.99,294,116620,81818.0,5129.0,15.95,0.0,,V0CfRZv3SrSVyWdiRxTW7,sora,2025-04-07,
101.0,41791.0,0.0024,1160.0,101.0,11.4851,23240.0,1160.0,20.03,177,90512,83007.0,3434.0,24.17,0.0,,8sAH7XqX0bvQqfpk26MzZ,sora,2025-04-07,
72.0,15491.0,0.0046,1207.0,72.0,16.7639,22561.0,1207.0,18.69,677,369468,128376.0,5779.0,22.21,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-07,
118.0,24548.0,0.0048,1177.0,118.0,9.9746,16287.0,1177.0,13.84,256,142274,58530.0,3524.0,16.61,0.0,,rTy8bAtkI5OLgqSTLiMtQ,sora,2025-04-07,
102.0,25536.0,0.004,1433.0,102.0,14.049,16133.0,1433.0,11.26,182,99513,48284.0,3402.0,14.19,0.0,,G3jGQ1J9Mmwe6_Ht4pogi,sora,2025-04-07,
80.0,19339.0,0.0041,790.0,80.0,9.875,14400.0,790.0,18.23,102,52787,42106.0,1965.0,21.43,0.0,,9KoB1bL1KUnYDDSPmljdJ,sora,2025-04-07,
123.0,25019.0,0.0049,1311.0,123.0,10.6585,14248.0,1311.0,10.87,185,79098,48090.0,3779.0,12.73,0.0,,WnowSZIaN3y1s5JuhYONN,sora,2025-04-07,
51.0,31221.0,0.0016,1546.0,51.0,30.3137,46946.0,1546.0,30.37,2409,2816920,579660.0,14660.0,39.54,191.0,1.77,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-07,
62.0,42198.0,0.0015,1859.0,62.0,29.9839,45870.0,1859.0,24.67,4053,2499340,697272.0,24391.0,28.59,337.0,1.26,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-07,
56.0,42334.0,0.0013,1113.0,56.0,19.875,42971.0,1113.0,38.61,2345,2656773,636383.0,13783.0,46.17,190.0,1.46,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-07,
60.0,24514.0,0.0024,1864.0,60.0,31.0667,41342.0,1864.0,22.18,4734,2783097,708128.0,25589.0,27.67,272.0,1.51,Taxh3P6VXGlJ_NqjvsSIE,non_sora,2025-04-07,
56.0,42729.0,0.0013,1745.0,56.0,31.1607,40010.0,1745.0,22.93,4135,2391279,658747.0,23007.0,28.63,289.0,1.39,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-07,
36.0,24139.0,0.0015,959.0,36.0,26.6389,39004.0,959.0,40.67,2369,2340437,518629.0,11689.0,44.37,131.0,1.6,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-07,
121.0,27615.0,0.0044,1527.0,121.0,12.6198,38226.0,1527.0,25.03,545,338910,138278.0,4710.0,29.36,5.0,1.6,x49ULYBZp2IjBKBZWDHpk,non_sora,2025-04-07,
75.0,33156.0,0.0023,1139.0,75.0,15.1867,36361.0,1139.0,31.92,514,437394,126563.0,2974.0,42.56,2.0,1.5,PHYht-tDGIEVqJU2B1fVc,non_sora,2025-04-07,
32.0,34297.0,0.0009,958.0,32.0,29.9375,33769.0,958.0,35.25,2487,2946133,574213.0,11836.0,48.51,185.0,1.69,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-04-07,
72.0,27672.0,0.0026,1225.0,72.0,17.0139,31461.0,1225.0,25.68,1142,697865,260768.0,8696.0,29.99,0.0,,icXeNQP_IfJLzhM0WEAzB,non_sora,2025-04-07,
27.0,2471.0,0.0109,787.0,27.0,29.1481,26486.0,787.0,33.65,1898,1176225,422570.0,13854.0,30.5,0.0,,XeWN2Cdu1riFuPp_WKvb2,sora,2025-04-08,
109.0,31738.0,0.0034,1577.0,109.0,14.4679,22718.0,1577.0,14.41,760,309371,147621.0,9025.0,16.36,0.0,,-KeJ7SbH0XjiOFdhfQZ7y,sora,2025-04-08,
83.0,12790.0,0.0065,1079.0,83.0,13.0,21539.0,1079.0,19.96,855,482557,149915.0,6626.0,22.63,0.0,,AzAW1hTsBoryx0aaS4m3x,sora,2025-04-08,
69.0,16415.0,0.0042,1157.0,69.0,16.7681,21226.0,1157.0,18.35,526,216434,103044.0,6028.0,17.09,0.0,,V0CfRZv3SrSVyWdiRxTW7,sora,2025-04-08,
64.0,16578.0,0.0039,888.0,64.0,13.875,21023.0,888.0,23.67,456,252216,112370.0,4056.0,27.7,0.0,,kR7IQDqE_2bCLH9eabeID,sora,2025-04-08,
64.0,13762.0,0.0047,947.0,64.0,14.7969,17449.0,947.0,18.43,353,156144,76466.0,3867.0,19.77,0.0,,hHq3cLfoO91z8lJIGnPKD,sora,2025-04-08,
72.0,16264.0,0.0044,1142.0,72.0,15.8611,16798.0,1142.0,14.71,348,176018,65082.0,4357.0,14.94,0.0,,G3jGQ1J9Mmwe6_Ht4pogi,sora,2025-04-08,
85.0,14938.0,0.0057,800.0,85.0,9.4118,16698.0,800.0,20.87,210,108209,58804.0,2649.0,22.2,0.0,,9KoB1bL1KUnYDDSPmljdJ,sora,2025-04-08,
48.0,17021.0,0.0028,645.0,48.0,13.4375,15649.0,645.0,24.26,309,159200,98656.0,3918.0,25.18,0.0,,8sAH7XqX0bvQqfpk26MzZ,sora,2025-04-08,
70.0,15011.0,0.0047,773.0,70.0,11.0429,14115.0,773.0,18.26,418,209019,72645.0,4104.0,17.7,0.0,,rTy8bAtkI5OLgqSTLiMtQ,sora,2025-04-08,
46.0,27840.0,0.0017,1803.0,46.0,39.1957,61683.0,1803.0,34.21,2558,3062079,622321.0,15490.0,40.18,149.0,1.85,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-04-08,
43.0,39131.0,0.0011,1333.0,43.0,31.0,53121.0,1333.0,39.85,2426,2841059,666804.0,14226.0,46.87,159.0,1.56,ANKHr_7FZqe4I9xqHZKmu,non_sora,2025-04-08,
92.0,74818.0,0.0012,1311.0,92.0,14.25,49546.0,1311.0,37.79,366,533511,122586.0,2452.0,49.99,27.0,1.81,nD2jaTZi84DMaIosxxP2z,non_sora,2025-04-08,
45.0,39169.0,0.0011,1859.0,45.0,41.3111,46717.0,1859.0,25.13,4177,2489273,667170.0,22918.0,29.11,186.0,1.52,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-04-08,
37.0,25207.0,0.0015,1136.0,37.0,30.7027,45883.0,1136.0,40.39,2435,2539994,545089.0,11904.0,45.79,102.0,1.7,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-04-08,
55.0,34208.0,0.0016,1690.0,55.0,30.7273,44557.0,1690.0,26.37,4128,2644881,708189.0,24277.0,29.17,247.0,1.34,lb8S6lM9-gukYoFnfG36o,non_sora,2025-04-08,
114.0,36170.0,0.0032,1600.0,114.0,14.0351,44056.0,1600.0,27.54,775,515384,181159.0,5948.0,30.46,4.0,1.5,x49ULYBZp2IjBKBZWDHpk,non_sora,2025-04-08,
