dt,experiment_id,variation,country,active_users,d1,retention_d1
2025-04-12,app_sensitive_image_exp,0,Thailand,14,1,0.07142857142857142
2025-04-12,app_sensitive_image_exp,2,Serbia,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,Kazakhstan,2,0,0.0
2025-04-12,app_sensitive_image_exp,0,Eswatini,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Uruguay,4,2,0.5
2025-04-12,app_sensitive_image_exp,1,Sudan,3,3,1.0
2025-04-12,app_sensitive_image_exp,3,Thailand,12,4,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Iceland,10,7,0.7
2025-04-12,app_sensitive_image_exp,0,China,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Uganda,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,El Salvador,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Burkina Faso,2,1,0.5
2025-04-12,app_sensitive_image_exp,1,Egypt,858,680,0.7925407925407926
2025-04-12,app_sensitive_image_exp,1,Vietnam,3187,2456,0.7706306871666144
2025-04-12,app_sensitive_image_exp,1,China,159,116,0.7295597484276729
2025-04-12,app_sensitive_image_exp,4,Peru,14,5,0.35714285714285715
2025-04-12,app_sensitive_image_exp,3,India,12,6,0.5
2025-04-12,app_sensitive_image_exp,1,Botswana,25,19,0.76
2025-04-12,app_sensitive_image_exp,0,Czechia,2,0,0.0
2025-04-12,app_sensitive_image_exp,2,Vietnam,22,9,0.4090909090909091
2025-04-12,app_sensitive_image_exp,0,Bulgaria,2,0,0.0
2025-04-12,app_sensitive_image_exp,0,Macao,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,New Zealand,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,2,Nepal,4,3,0.75
2025-04-12,app_sensitive_image_exp,3,Yemen,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Argentina,8556,6842,0.7996727442730248
2025-04-12,app_sensitive_image_exp,1,Trinidad and Tobago,109,76,0.6972477064220184
2025-04-12,app_sensitive_image_exp,1,Belarus,317,246,0.7760252365930599
2025-04-12,app_sensitive_image_exp,1,Austria,226,163,0.7212389380530974
2025-04-12,app_sensitive_image_exp,1,Israel,455,364,0.8
2025-04-12,app_sensitive_image_exp,2,Costa Rica,6,2,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Saint Lucia,7,7,1.0
2025-04-12,app_sensitive_image_exp,3,Indonesia,22,10,0.45454545454545453
2025-04-12,app_sensitive_image_exp,4,Colombia,20,8,0.4
2025-04-12,app_sensitive_image_exp,1,Federated States of Micronesia,2,2,1.0
2025-04-12,app_sensitive_image_exp,3,unknown,4,2,0.5
2025-04-12,app_sensitive_image_exp,4,Portugal,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Cook Islands,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Georgia,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Bulgaria,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Panama,2,1,0.5
2025-04-12,app_sensitive_image_exp,4,Myanmar,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Taiwan,1366,947,0.6932650073206442
2025-04-12,app_sensitive_image_exp,0,Chile,37,14,0.3783783783783784
2025-04-12,app_sensitive_image_exp,1,Armenia,27,19,0.7037037037037037
2025-04-12,app_sensitive_image_exp,1,Barbados,16,11,0.6875
2025-04-12,app_sensitive_image_exp,1,Rwanda,4,3,0.75
2025-04-12,app_sensitive_image_exp,4,France,12,2,0.16666666666666666
2025-04-12,app_sensitive_image_exp,0,Pakistan,5,2,0.4
2025-04-12,app_sensitive_image_exp,1,Senegal,8,5,0.625
2025-04-12,app_sensitive_image_exp,1,Sierra Leone,10,7,0.7
2025-04-12,app_sensitive_image_exp,2,Jamaica,2,1,0.5
2025-04-12,app_sensitive_image_exp,1,Samoa,2,2,1.0
2025-04-12,app_sensitive_image_exp,1,Dominica,3,3,1.0
2025-04-12,app_sensitive_image_exp,2,Iraq,2,0,0.0
2025-04-12,app_sensitive_image_exp,3,Belgium,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Djibouti,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Georgia,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Martinique,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Finland,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Kazakhstan,381,291,0.7637795275590551
2025-04-12,app_sensitive_image_exp,4,Brazil,420,183,0.4357142857142857
2025-04-12,app_sensitive_image_exp,1,Libya,69,57,0.8260869565217391
2025-04-12,app_sensitive_image_exp,1,Suriname,28,19,0.6785714285714286
2025-04-12,app_sensitive_image_exp,0,unknown,5,1,0.2
2025-04-12,app_sensitive_image_exp,1,Zambia,14,9,0.6428571428571429
2025-04-12,app_sensitive_image_exp,4,Pakistan,7,5,0.7142857142857143
2025-04-12,app_sensitive_image_exp,3,United Kingdom,13,2,0.15384615384615385
2025-04-12,app_sensitive_image_exp,4,Ghana,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,Uruguay,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,2,Guatemala,5,3,0.6
2025-04-12,app_sensitive_image_exp,1,Cameroon,8,5,0.625
2025-04-12,app_sensitive_image_exp,2,Bangladesh,6,3,0.5
2025-04-12,app_sensitive_image_exp,4,Guatemala,9,2,0.2222222222222222
2025-04-12,app_sensitive_image_exp,3,Vietnam,14,4,0.2857142857142857
2025-04-12,app_sensitive_image_exp,0,Croatia,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Trinidad and Tobago,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Norway,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Costa Rica,734,570,0.776566757493188
2025-04-12,app_sensitive_image_exp,1,France,3021,2209,0.7312148295266468
2025-04-12,app_sensitive_image_exp,0,Mexico,162,67,0.41358024691358025
2025-04-12,app_sensitive_image_exp,2,Chile,30,10,0.3333333333333333
2025-04-12,app_sensitive_image_exp,4,South Africa,27,9,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,American Samoa,11,11,1.0
2025-04-12,app_sensitive_image_exp,4,Morocco,7,4,0.5714285714285714
2025-04-12,app_sensitive_image_exp,0,Peru,19,10,0.5263157894736842
2025-04-12,app_sensitive_image_exp,0,Azerbaijan,2,1,0.5
2025-04-12,app_sensitive_image_exp,1,Ethiopia,17,13,0.7647058823529411
2025-04-12,app_sensitive_image_exp,1,Montenegro,9,8,0.8888888888888888
2025-04-12,app_sensitive_image_exp,1,U.S. Virgin Islands,4,3,0.75
2025-04-12,app_sensitive_image_exp,4,Seychelles,1,0,0.0
2025-04-12,app_sensitive_image_exp,3,Canada,8,2,0.25
2025-04-12,app_sensitive_image_exp,0,Puerto Rico,2,0,0.0
2025-04-12,app_sensitive_image_exp,1,Ecuador,2334,1849,0.7922022279348757
2025-04-12,app_sensitive_image_exp,1,Russia,7105,5626,0.7918367346938775
2025-04-12,app_sensitive_image_exp,1,Australia,1280,1010,0.7890625
2025-04-12,app_sensitive_image_exp,1,Iraq,831,625,0.7521058965102286
2025-04-12,app_sensitive_image_exp,1,Romania,850,675,0.7941176470588235
2025-04-12,app_sensitive_image_exp,1,Uruguay,806,632,0.7841191066997518
2025-04-12,app_sensitive_image_exp,1,Kuwait,54,41,0.7592592592592593
2025-04-12,app_sensitive_image_exp,3,Ecuador,6,4,0.6666666666666666
2025-04-12,app_sensitive_image_exp,2,Iran,7,4,0.5714285714285714
2025-04-12,app_sensitive_image_exp,3,France,12,2,0.16666666666666666
2025-04-12,app_sensitive_image_exp,4,India,13,3,0.23076923076923078
2025-04-12,app_sensitive_image_exp,1,Yemen,27,15,0.5555555555555556
2025-04-12,app_sensitive_image_exp,1,Zimbabwe,14,13,0.9285714285714286
2025-04-12,app_sensitive_image_exp,0,Algeria,2,1,0.5
2025-04-12,app_sensitive_image_exp,1,Mongolia,85,72,0.8470588235294118
2025-04-12,app_sensitive_image_exp,3,Spain,19,8,0.42105263157894735
2025-04-12,app_sensitive_image_exp,0,Canada,7,3,0.42857142857142855
2025-04-12,app_sensitive_image_exp,1,Grenada,3,3,1.0
2025-04-12,app_sensitive_image_exp,3,Dominican Republic,5,0,0.0
2025-04-12,app_sensitive_image_exp,3,United Arab Emirates,1,1,1.0
2025-04-12,app_sensitive_image_exp,2,Dominican Republic,5,2,0.4
2025-04-12,app_sensitive_image_exp,0,Cyprus,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,United Arab Emirates,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Faroe Islands,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Poland,1008,817,0.810515873015873
2025-04-12,app_sensitive_image_exp,1,Spain,3827,3036,0.7933106872223674
2025-04-12,app_sensitive_image_exp,1,India,2496,1892,0.7580128205128205
2025-04-12,app_sensitive_image_exp,1,Guyana,43,36,0.8372093023255814
2025-04-12,app_sensitive_image_exp,1,Estonia,63,50,0.7936507936507936
2025-04-12,app_sensitive_image_exp,1,Hong Kong,562,387,0.6886120996441281
2025-04-12,app_sensitive_image_exp,1,Seychelles,44,37,0.8409090909090909
2025-04-12,app_sensitive_image_exp,1,Cambodia,183,133,0.726775956284153
2025-04-12,app_sensitive_image_exp,4,Argentina,36,14,0.3888888888888889
2025-04-12,app_sensitive_image_exp,2,South Africa,35,14,0.4
2025-04-12,app_sensitive_image_exp,1,Curaçao,12,10,0.8333333333333334
2025-04-12,app_sensitive_image_exp,0,Argentina,38,14,0.3684210526315789
2025-04-12,app_sensitive_image_exp,1,Tajikistan,13,9,0.6923076923076923
2025-04-12,app_sensitive_image_exp,4,Germany,17,6,0.35294117647058826
2025-04-12,app_sensitive_image_exp,2,Spain,12,8,0.6666666666666666
2025-04-12,app_sensitive_image_exp,3,Serbia,2,0,0.0
2025-04-12,app_sensitive_image_exp,1,Timor-Leste,4,4,1.0
2025-04-12,app_sensitive_image_exp,0,Italy,7,2,0.2857142857142857
2025-04-12,app_sensitive_image_exp,0,Saudi Arabia,5,2,0.4
2025-04-12,app_sensitive_image_exp,2,Nigeria,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,2,Kuwait,1,0,0.0
2025-04-12,app_sensitive_image_exp,3,Australia,3,0,0.0
2025-04-12,app_sensitive_image_exp,3,New Zealand,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Switzerland,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,Jamaica,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Anguilla,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Vietnam,26,8,0.3076923076923077
2025-04-12,app_sensitive_image_exp,1,North Macedonia,21,18,0.8571428571428571
2025-04-12,app_sensitive_image_exp,4,Egypt,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,3,Chile,34,10,0.29411764705882354
2025-04-12,app_sensitive_image_exp,1,Syria,106,83,0.7830188679245284
2025-04-12,app_sensitive_image_exp,4,Jamaica,2,1,0.5
2025-04-12,app_sensitive_image_exp,2,Argentina,30,10,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Guadeloupe,12,12,1.0
2025-04-12,app_sensitive_image_exp,2,Uruguay,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,3,South Korea,7,0,0.0
2025-04-12,app_sensitive_image_exp,4,Iran,5,1,0.2
2025-04-12,app_sensitive_image_exp,4,Poland,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Eswatini,5,5,1.0
2025-04-12,app_sensitive_image_exp,2,South Korea,6,0,0.0
2025-04-12,app_sensitive_image_exp,2,Uzbekistan,1,1,1.0
2025-04-12,app_sensitive_image_exp,0,Tonga,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Nigeria,874,584,0.6681922196796338
2025-04-12,app_sensitive_image_exp,1,Canada,2637,1923,0.7292377701934016
2025-04-12,app_sensitive_image_exp,1,South Africa,5713,4312,0.7547698232102223
2025-04-12,app_sensitive_image_exp,1,Bangladesh,1136,888,0.7816901408450704
2025-04-12,app_sensitive_image_exp,1,Jordan,102,71,0.696078431372549
2025-04-12,app_sensitive_image_exp,4,Thailand,18,4,0.2222222222222222
2025-04-12,app_sensitive_image_exp,3,Turkey,44,21,0.4772727272727273
2025-04-12,app_sensitive_image_exp,0,Philippines,33,9,0.2727272727272727
2025-04-12,app_sensitive_image_exp,1,Maldives,18,13,0.7222222222222222
2025-04-12,app_sensitive_image_exp,3,Denmark,2,1,0.5
2025-04-12,app_sensitive_image_exp,2,Cuba,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Zimbabwe,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,Guatemala,6,2,0.3333333333333333
2025-04-12,app_sensitive_image_exp,3,Czechia,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,4,Ecuador,2,1,0.5
2025-04-12,app_sensitive_image_exp,4,Czechia,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Angola,1,0,0.0
2025-04-12,app_sensitive_image_exp,3,Mexico,116,46,0.39655172413793105
2025-04-12,app_sensitive_image_exp,1,Tunisia,97,76,0.7835051546391752
2025-04-12,app_sensitive_image_exp,1,Serbia,111,86,0.7747747747747747
2025-04-12,app_sensitive_image_exp,3,Brazil,409,183,0.4474327628361858
2025-04-12,app_sensitive_image_exp,0,Spain,15,6,0.4
2025-04-12,app_sensitive_image_exp,1,Croatia,97,74,0.7628865979381443
2025-04-12,app_sensitive_image_exp,1,Bosnia and Herzegovina,50,42,0.84
2025-04-12,app_sensitive_image_exp,3,Honduras,2,2,1.0
2025-04-12,app_sensitive_image_exp,1,Macao,23,15,0.6521739130434783
2025-04-12,app_sensitive_image_exp,4,Nigeria,1,0,0.0
2025-04-12,app_sensitive_image_exp,3,Lithuania,2,0,0.0
2025-04-12,app_sensitive_image_exp,2,Algeria,2,0,0.0
2025-04-12,app_sensitive_image_exp,3,Israel,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Cambodia,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Cayman Islands,4,1,0.25
2025-04-12,app_sensitive_image_exp,1,Saint Pierre and Miquelon,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Isle of Man,6,5,0.8333333333333334
2025-04-12,app_sensitive_image_exp,2,Israel,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,St Vincent and Grenadines,5,5,1.0
2025-04-12,app_sensitive_image_exp,3,Panama,3,0,0.0
2025-04-12,app_sensitive_image_exp,3,Uzbekistan,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Andorra,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Nepal,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Cuba,291,225,0.7731958762886598
2025-04-12,app_sensitive_image_exp,1,Nepal,454,354,0.7797356828193832
2025-04-12,app_sensitive_image_exp,2,Brazil,427,183,0.42857142857142855
2025-04-12,app_sensitive_image_exp,2,Russia,20,6,0.3
2025-04-12,app_sensitive_image_exp,0,Poland,2,1,0.5
2025-04-12,app_sensitive_image_exp,3,Venezuela,6,3,0.5
2025-04-12,app_sensitive_image_exp,0,Costa Rica,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Lebanon,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,El Salvador,2,1,0.5
2025-04-12,app_sensitive_image_exp,4,Hong Kong,4,2,0.5
2025-04-12,app_sensitive_image_exp,4,Kyrgyzstan,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Kazakhstan,2,1,0.5
2025-04-12,app_sensitive_image_exp,2,Turkey,37,14,0.3783783783783784
2025-04-12,app_sensitive_image_exp,4,United States,151,45,0.2980132450331126
2025-04-12,app_sensitive_image_exp,1,Hungary,173,135,0.7803468208092486
2025-04-12,app_sensitive_image_exp,1,Brunei,159,121,0.7610062893081762
2025-04-12,app_sensitive_image_exp,2,Peru,17,4,0.23529411764705882
2025-04-12,app_sensitive_image_exp,0,Germany,20,8,0.4
2025-04-12,app_sensitive_image_exp,4,Uruguay,7,3,0.42857142857142855
2025-04-12,app_sensitive_image_exp,1,Martinique,9,8,0.8888888888888888
2025-04-12,app_sensitive_image_exp,1,Equatorial Guinea,2,2,1.0
2025-04-12,app_sensitive_image_exp,1,Belize,15,12,0.8
2025-04-12,app_sensitive_image_exp,2,Mauritius,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Bahrain,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Jordan,1,1,1.0
2025-04-12,app_sensitive_image_exp,2,Switzerland,1,1,1.0
2025-04-12,app_sensitive_image_exp,0,Honduras,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Chile,6746,5378,0.7972131633560628
2025-04-12,app_sensitive_image_exp,1,Turkey,9264,7054,0.7614421416234888
2025-04-12,app_sensitive_image_exp,1,Colombia,4420,3483,0.7880090497737556
2025-04-12,app_sensitive_image_exp,1,Belgium,337,271,0.8041543026706232
2025-04-12,app_sensitive_image_exp,1,Lithuania,230,186,0.808695652173913
2025-04-12,app_sensitive_image_exp,0,United States,196,60,0.30612244897959184
2025-04-12,app_sensitive_image_exp,2,Romania,11,2,0.18181818181818182
2025-04-12,app_sensitive_image_exp,1,Kyrgyzstan,106,88,0.8301886792452831
2025-04-12,app_sensitive_image_exp,3,Peru,18,6,0.3333333333333333
2025-04-12,app_sensitive_image_exp,4,Chile,33,17,0.5151515151515151
2025-04-12,app_sensitive_image_exp,0,France,15,5,0.3333333333333333
2025-04-12,app_sensitive_image_exp,2,France,12,2,0.16666666666666666
2025-04-12,app_sensitive_image_exp,3,Netherlands,7,1,0.14285714285714285
2025-04-12,app_sensitive_image_exp,1,Mauritania,5,2,0.4
2025-04-12,app_sensitive_image_exp,3,Hong Kong,1,0,0.0
2025-04-12,app_sensitive_image_exp,0,Bolivia,5,2,0.4
2025-04-12,app_sensitive_image_exp,1,New Caledonia,10,8,0.8
2025-04-12,app_sensitive_image_exp,2,Australia,6,1,0.16666666666666666
2025-04-12,app_sensitive_image_exp,3,Bolivia,7,4,0.5714285714285714
2025-04-12,app_sensitive_image_exp,0,Maldives,1,1,1.0
2025-04-12,app_sensitive_image_exp,0,Jordan,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Singapore,516,393,0.7616279069767442
2025-04-12,app_sensitive_image_exp,1,Ukraine,827,641,0.7750906892382105
2025-04-12,app_sensitive_image_exp,1,Slovakia,114,90,0.7894736842105263
2025-04-12,app_sensitive_image_exp,1,Paraguay,634,499,0.7870662460567823
2025-04-12,app_sensitive_image_exp,1,Sri Lanka,87,67,0.7701149425287356
2025-04-12,app_sensitive_image_exp,4,Malaysia,26,7,0.2692307692307692
2025-04-12,app_sensitive_image_exp,1,Norway,133,104,0.7819548872180451
2025-04-12,app_sensitive_image_exp,2,Nicaragua,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Bhutan,17,12,0.7058823529411765
2025-04-12,app_sensitive_image_exp,2,Philippines,25,7,0.28
2025-04-12,app_sensitive_image_exp,2,Venezuela,4,2,0.5
2025-04-12,app_sensitive_image_exp,1,São Tomé and Príncipe,5,4,0.8
2025-04-12,app_sensitive_image_exp,3,Ukraine,2,0,0.0
2025-04-12,app_sensitive_image_exp,1,Congo Republic,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,0,Dominican Republic,5,1,0.2
2025-04-12,app_sensitive_image_exp,1,Denmark,122,95,0.7786885245901639
2025-04-12,app_sensitive_image_exp,1,Uzbekistan,98,70,0.7142857142857143
2025-04-12,app_sensitive_image_exp,1,Portugal,1300,1055,0.8115384615384615
2025-04-12,app_sensitive_image_exp,1,Oman,67,50,0.746268656716418
2025-04-12,app_sensitive_image_exp,1,Qatar,50,38,0.76
2025-04-12,app_sensitive_image_exp,1,Angola,114,96,0.8421052631578947
2025-04-12,app_sensitive_image_exp,1,Cabo Verde,24,20,0.8333333333333334
2025-04-12,app_sensitive_image_exp,2,Egypt,3,0,0.0
2025-04-12,app_sensitive_image_exp,1,Northern Mariana Islands,6,6,1.0
2025-04-12,app_sensitive_image_exp,0,Uzbekistan,1,1,1.0
2025-04-12,app_sensitive_image_exp,4,Belarus,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Puerto Rico,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Laos,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,El Salvador,592,466,0.7871621621621622
2025-04-12,app_sensitive_image_exp,1,Honduras,601,468,0.778702163061564
2025-04-12,app_sensitive_image_exp,1,Haiti,11,8,0.7272727272727273
2025-04-12,app_sensitive_image_exp,3,Saudi Arabia,6,3,0.5
2025-04-12,app_sensitive_image_exp,2,Malaysia,28,11,0.39285714285714285
2025-04-12,app_sensitive_image_exp,1,Luxembourg,41,34,0.8292682926829268
2025-04-12,app_sensitive_image_exp,1,Aruba,4,3,0.75
2025-04-12,app_sensitive_image_exp,2,Canada,12,4,0.3333333333333333
2025-04-12,app_sensitive_image_exp,3,Libya,2,2,1.0
2025-04-12,app_sensitive_image_exp,2,Bolivia,4,0,0.0
2025-04-12,app_sensitive_image_exp,3,Taiwan,12,5,0.4166666666666667
2025-04-12,app_sensitive_image_exp,1,Saint Martin,1,1,1.0
2025-04-12,app_sensitive_image_exp,0,Israel,5,3,0.6
2025-04-12,app_sensitive_image_exp,2,Netherlands,2,2,1.0
2025-04-12,app_sensitive_image_exp,0,Mauritania,1,0,0.0
2025-04-12,app_sensitive_image_exp,2,Honduras,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Marshall Islands,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,New Zealand,326,247,0.7576687116564417
2025-04-12,app_sensitive_image_exp,1,Jamaica,134,108,0.8059701492537313
2025-04-12,app_sensitive_image_exp,1,Bulgaria,99,75,0.7575757575757576
2025-04-12,app_sensitive_image_exp,2,Taiwan,10,1,0.1
2025-04-12,app_sensitive_image_exp,3,United States,201,68,0.3383084577114428
2025-04-12,app_sensitive_image_exp,0,Russia,29,8,0.27586206896551724
2025-04-12,app_sensitive_image_exp,1,Antigua and Barbuda,4,4,1.0
2025-04-12,app_sensitive_image_exp,1,Bahrain,47,33,0.7021276595744681
2025-04-12,app_sensitive_image_exp,3,Malaysia,30,13,0.43333333333333335
2025-04-12,app_sensitive_image_exp,0,Vietnam,21,7,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Gibraltar,17,13,0.7647058823529411
2025-04-12,app_sensitive_image_exp,0,Japan,7,1,0.14285714285714285
2025-04-12,app_sensitive_image_exp,2,El Salvador,5,2,0.4
2025-04-12,app_sensitive_image_exp,2,Palestine,1,1,1.0
2025-04-12,app_sensitive_image_exp,2,Azerbaijan,2,0,0.0
2025-04-12,app_sensitive_image_exp,2,Hong Kong,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,2,Réunion,1,1,1.0
2025-04-12,app_sensitive_image_exp,3,Nicaragua,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,British Virgin Islands,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Sweden,339,275,0.8112094395280236
2025-04-12,app_sensitive_image_exp,0,Belarus,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Algeria,494,354,0.7165991902834008
2025-04-12,app_sensitive_image_exp,0,Taiwan,9,4,0.4444444444444444
2025-04-12,app_sensitive_image_exp,2,Indonesia,24,10,0.4166666666666667
2025-04-12,app_sensitive_image_exp,4,unknown,8,2,0.25
2025-04-12,app_sensitive_image_exp,4,Paraguay,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Fiji,22,14,0.6363636363636364
2025-04-12,app_sensitive_image_exp,3,Egypt,5,1,0.2
2025-04-12,app_sensitive_image_exp,1,Somalia,16,11,0.6875
2025-04-12,app_sensitive_image_exp,0,Fiji,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Bermuda,2,2,1.0
2025-04-12,app_sensitive_image_exp,0,Turkey,37,14,0.3783783783783784
2025-04-12,app_sensitive_image_exp,1,Guatemala,1063,847,0.7968015051740357
2025-04-12,app_sensitive_image_exp,4,Mexico,151,69,0.45695364238410596
2025-04-12,app_sensitive_image_exp,4,Indonesia,24,10,0.4166666666666667
2025-04-12,app_sensitive_image_exp,1,United Arab Emirates,178,134,0.7528089887640449
2025-04-12,app_sensitive_image_exp,3,Colombia,19,7,0.3684210526315789
2025-04-12,app_sensitive_image_exp,4,Lithuania,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Turkmenistan,47,43,0.9148936170212766
2025-04-12,app_sensitive_image_exp,4,Spain,17,6,0.35294117647058826
2025-04-12,app_sensitive_image_exp,1,Ivory Coast,17,11,0.6470588235294118
2025-04-12,app_sensitive_image_exp,1,Namibia,25,20,0.8
2025-04-12,app_sensitive_image_exp,0,Portugal,7,4,0.5714285714285714
2025-04-12,app_sensitive_image_exp,1,Kosovo,6,4,0.6666666666666666
2025-04-12,app_sensitive_image_exp,0,Hong Kong,7,4,0.5714285714285714
2025-04-12,app_sensitive_image_exp,2,Myanmar,2,1,0.5
2025-04-12,app_sensitive_image_exp,0,Cabo Verde,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Togo,1,0,0.0
2025-04-12,app_sensitive_image_exp,1,Morocco,891,690,0.7744107744107744
2025-04-12,app_sensitive_image_exp,1,Venezuela,2337,1858,0.7950363714163458
2025-04-12,app_sensitive_image_exp,1,Kenya,68,45,0.6617647058823529
2025-04-12,app_sensitive_image_exp,0,Venezuela,14,4,0.2857142857142857
2025-04-12,app_sensitive_image_exp,4,Russia,30,8,0.26666666666666666
2025-04-12,app_sensitive_image_exp,2,Germany,14,6,0.42857142857142855
2025-04-12,app_sensitive_image_exp,1,Cyprus,51,36,0.7058823529411765
2025-04-12,app_sensitive_image_exp,3,Russia,20,8,0.4
2025-04-12,app_sensitive_image_exp,4,Taiwan,13,6,0.46153846153846156
2025-04-12,app_sensitive_image_exp,1,Uganda,9,6,0.6666666666666666
2025-04-12,app_sensitive_image_exp,0,Australia,2,0,0.0
2025-04-12,app_sensitive_image_exp,3,South Africa,23,12,0.5217391304347826
2025-04-12,app_sensitive_image_exp,4,Netherlands,2,0,0.0
2025-04-12,app_sensitive_image_exp,2,Italy,5,0,0.0
2025-04-12,app_sensitive_image_exp,4,Philippines,25,9,0.36
2025-04-12,app_sensitive_image_exp,1,Benin,4,4,1.0
2025-04-12,app_sensitive_image_exp,4,Réunion,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Cuba,2,0,0.0
2025-04-12,app_sensitive_image_exp,2,Thailand,11,2,0.18181818181818182
2025-04-12,app_sensitive_image_exp,2,Mozambique,1,0,0.0
2025-04-12,app_sensitive_image_exp,4,Romania,5,2,0.4
2025-04-12,app_sensitive_image_exp,2,Latvia,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,3,Jordan,1,1,1.0
2025-04-12,app_sensitive_image_exp,2,Sweden,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Indonesia,16636,11316,0.6802115893243568
2025-04-12,app_sensitive_image_exp,1,Iran,2665,2157,0.8093808630393996
2025-04-12,app_sensitive_image_exp,3,Finland,1,1,1.0
2025-04-12,app_sensitive_image_exp,1,Myanmar,245,191,0.7795918367346939
2025-04-12,app_sensitive_image_exp,1,Mauritius,43,36,0.8372093023255814
2025-04-12,app_sensitive_image_exp,3,Germany,18,8,0.4444444444444444
2025-04-12,app_sensitive_image_exp,3,Romania,3,2,0.6666666666666666
2025-04-12,app_sensitive_image_exp,3,Iran,3,1,0.3333333333333333
2025-04-12,app_sensitive_image_exp,1,Kiribati,2,2,1.0
2025-04-12,app_sensitive_image_exp,3,Madagascar,1,0,0.0
